date,spot_close,spot_volume,perp_volume,oi_usd
2024-10-15,67074.14,2894021862.319518,422138.1476913252,5551585661.302591
2024-10-16,67620.01,2024560410.106268,254172.80462828104,5845878215.203534
2024-10-17,67421.78,1702164439.5654595,220237.21399453605,5507365942.783091
2024-10-18,68428.0,1959735899.8769643,245285.03807338537,5911597975.0211
2024-10-19,68378.0,559628628.9613105,68652.926893606,5931695345.066918
2024-10-20,69031.99,854082429.8105861,105972.76686559728,5979769005.228464
2024-10-21,67377.5,2130833593.5466976,249556.0970490776,5859970335.181187
2024-10-22,67426.0,1654285791.6605556,218541.68625616,5861453609.708352
2024-10-23,66668.65,1695101430.9187467,248293.0441952217,5616726806.205437
2024-10-24,68198.28,1526736320.912938,210954.9074743526,5828701978.902065
2024-10-25,66698.33,2320667435.293254,347771.2844669408,5341100480.516645
2024-10-26,67092.76,792887047.147892,94199.57770486202,5432435273.99671
2024-10-27,68021.7,585006148.4704809,88496.5748094022,5591153844.145125
2024-10-28,69962.21,2005105729.8174448,264559.4141227663,6234654138.185898
2024-10-29,72736.42,3602465986.891757,382622.0766589363,6566293987.32103
2024-10-30,72344.74,1941210537.2882867,227176.729404826,6463906723.756086
2024-10-31,70292.01,2091144977.4946847,256539.9803998731,6299079244.000761
2024-11-01,69496.01,2677358022.00497,352701.001394335,5845945031.690914
2024-11-02,69374.74,731232427.6311548,79338.08819369295,5957362484.966505
2024-11-03,68775.99,1709666206.4062023,226490.6338321558,5708058691.924777
2024-11-04,67850.01,2033902307.002776,244971.88568025065,5709221869.847919
2024-11-05,69372.01,2310418908.069922,273156.54035785905,5752104344.896616
2024-11-06,75571.99,7702283270.258009,676893.4283348079,6762258071.03472
2024-11-07,75857.89,3391796661.971956,280755.4199417617,6724502897.308754
2024-11-08,76509.78,2784449097.5315185,229397.86729101115,6883643752.478607
2024-11-09,76677.46,1294709001.60289,117791.00518086072,6708821723.230972
2024-11-10,80370.01,4905441473.900737,417555.9899677743,6912550327.120184
2024-11-11,88647.99,6944268709.942721,613726.9903074978,7539996588.439307
2024-11-12,87952.01,8540084566.279819,633909.5357055981,7419673830.370475
2024-11-13,90375.2,7790928962.043038,555430.1953322532,7509411485.091292
2024-11-14,87325.59,5073860815.928665,364729.6638253002,7513745394.962362
2024-11-15,91032.07,4276238971.181429,314511.58019810845,7729177095.868603
2024-11-16,90586.92,2067958511.904848,129063.93916035794,7680411758.4077
2024-11-17,89855.99,2153871724.810395,167555.3322367911,7558696191.935044
2024-11-18,90464.08,4239909950.661894,333474.6194248027,7692919244.583086
2024-11-19,92310.79,4025108502.849614,303619.51888960035,7885322730.535393
2024-11-20,94286.56,3950932314.646069,290120.0133166365,8447316658.73838
2024-11-21,98317.12,6722807908.325656,418466.95219401,8787680854.524128
2024-11-22,98892.0,4555536773.363205,265849.3014080547,8972155259.439642
2024-11-23,97672.4,2431609866.3295145,120184.72829368387,8825684297.561033
2024-11-24,97900.04,3034172011.9517884,173170.90566174392,8574856968.286325
2024-11-25,93010.01,4883444806.322193,329461.6365371653,8413670567.994104
2024-11-26,91965.16,5370918648.818167,345037.08537585667,8062224910.376207
2024-11-27,95863.11,3894358511.617565,237010.59422577827,8264312715.359565
2024-11-28,95643.98,2749861591.2596097,154055.43053936766,8231125681.944062
2024-11-29,97460.0,2690451030.634288,190579.92061075632,8586242175.482205
2024-11-30,96407.99,1402672950.6998208,93090.73230331345,8385003504.671288
2024-12-01,97185.18,1641327626.6062205,113258.57608212683,8426956267.996109
2024-12-02,95840.62,3646639621.737588,257608.0519902068,8283927147.21419
